vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1090.756818,295.5978891,1059.774934,1510.08367,1087.556515,1542.40047,1104.733391,298.404946,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.852498035,-18.87341035,-12.02091231,-601.0456156
1090.805732,295.5978869,1059.774926,1510.132582,1087.691292,1542.400459,1104.733384,298.5397281,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.845754771,-18.86617241,-12.02041763,-601.0208818
1090.854598,295.5978848,1059.774919,1510.181445,1087.826016,1542.400448,1104.733376,298.6744578,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.838904549,-18.85872172,-12.01981717,-600.9908585
1090.903415,295.5978827,1059.774911,1510.230259,1087.960686,1542.400437,1104.733368,298.8091334,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.831942972,-18.85106319,-12.01912022,-600.956011
1090.952181,295.5978806,1059.774904,1510.279022,1088.0953,1542.400426,1104.73336,298.9437537,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.824866051,-18.84320133,-12.01833527,-600.9167636
1091.000897,295.5978785,1059.774896,1510.327735,1088.229858,1542.400415,1104.733352,299.078317,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.817670172,-18.83514024,-12.01747007,-600.8735035
1091.049561,295.5978764,1059.774889,1510.376395,1088.364358,1542.400404,1104.733344,299.2128221,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.810352061,-18.82688374,-12.01653167,-600.8265838
1091.098172,295.5978743,1059.774881,1510.425003,1088.498797,1542.400393,1104.733336,299.3472676,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.802908758,-18.81843529,-12.01552653,-600.7763267
1091.146729,295.5978722,1059.774873,1510.473558,1088.633176,1542.400382,1104.733328,299.481652,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.795337585,-18.80979811,-12.01446052,-600.723026
1091.195232,295.5978701,1059.774866,1510.522058,1088.767493,1542.400371,1104.73332,299.615974,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.787636126,-18.80097513,-12.013339,-600.6669499
1091.243679,295.5978679,1059.774858,1510.570502,1088.901745,1542.40036,1104.733313,299.7502324,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.7798022,-18.79196906,-12.01216686,-600.608343
1091.29207,295.5978658,1059.774851,1510.61889,1089.035933,1542.400349,1104.733305,299.8844258,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.771833845,-18.78278241,-12.01094856,-600.5474283
1091.340404,295.5978637,1059.774843,1510.66722,1089.170055,1542.400338,1104.733297,300.0185529,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.763729292,-18.77341748,-12.00968819,-600.4844095
1091.388679,295.5978616,1059.774836,1510.715493,1089.304109,1542.400327,1104.733289,300.1526126,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.755486958,-18.7638764,-12.00838944,-600.4194722
1091.436895,295.5978595,1059.774828,1510.763705,1089.438094,1542.400316,1104.733281,300.2866034,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.747105421,-18.75416114,-12.00705571,-600.3527858
1091.48505,295.5978574,1059.77482,1510.811858,1089.572009,1542.400305,1104.733273,300.4205242,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.73858341,-18.74427351,-12.00569009,-600.2845048
1091.533144,295.5978553,1059.774813,1510.859949,1089.705853,1542.400294,1104.733265,300.5543738,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.729919792,-18.7342152,-12.0042954,-600.2147702
1091.581176,295.5978532,1059.774805,1510.907977,1089.839624,1542.400283,1104.733257,300.688151,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.72111356,-18.72398777,-12.00287421,-600.1437106
1091.629144,295.597851,1059.774798,1510.955943,1089.973322,1542.400272,1104.733249,300.8218545,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.712163819,-18.71359269,-12.00142886,-600.0714434
1091.677047,295.5978489,1059.77479,1511.003843,1090.106945,1542.400261,1104.733242,300.9554831,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.703069781,-18.70303129,-11.99996151,-599.9980754
1091.724886,295.5978468,1059.774783,1511.051679,1090.240492,1542.40025,1104.733234,301.0890358,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.693830754,-18.69230485,-11.99847409,-599.9237045
1091.772658,295.5978447,1059.774775,1511.099447,1090.373962,1542.400239,1104.733226,301.2225112,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.684446132,-18.68141453,-11.99696839,-599.8484196
1091.820362,295.5978426,1059.774767,1511.147149,1090.507354,1542.400228,1104.733218,301.3559082,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.674915388,-18.67036143,-11.99544604,-599.7723019
1091.867997,295.5978405,1059.77476,1511.194781,1090.640665,1542.400217,1104.73321,301.4892257,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.665238072,-18.65914659,-11.99390851,-599.6954257
1091.915563,295.5978384,1059.774752,1511.242344,1090.773897,1542.400206,1104.733202,301.6224626,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.655413795,-18.64777097,-11.99235717,-599.6178585
1091.963059,295.5978363,1059.774745,1511.289836,1090.907046,1542.400195,1104.733194,301.7556176,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.645442235,-18.63623548,-11.99079324,-599.539662
